Name,batter,PA,wOBA,xwOBA,sxwOBA,sxwOBA_adj,diff,diff%,BB%,K%,HR,LA,Barrels,pulled_barrels,year
Zack Short,670097,170,0.296,0.31,0.32,0.312,0.01,3.31,9.4,24.1,5,21.7,11,5,2023
Miles Mastrobuoni,670156,113,0.262,0.292,0.303,0.292,0.011,3.77,10.6,23.0,1,12.3,2,1,2023
Matt Mervis,670223,99,0.239,0.318,0.268,0.258,-0.05,-15.87,8.1,32.3,3,8.4,8,3,2023
Matt Wallner,670242,84,0.393,0.419,0.419,0.411,-0.0,-0.1,9.5,28.6,6,19.5,8,4,2023
Cal Stevenson,670276,12,0.174,0.276,0.269,0.252,-0.007,-2.54,25.0,16.7,0,15.1,0,0,2023
Yordan Alvarez,670541,271,0.42,0.425,0.422,0.411,-0.003,-0.8,12.9,21.4,19,16.8,32,13,2023
Isaac Paredes,670623,366,0.376,0.316,0.343,0.334,0.027,8.63,10.9,18.3,21,21.6,17,16,2023
Mike Brosseau,670712,78,0.282,0.261,0.283,0.273,0.022,8.52,5.1,25.6,4,13.4,4,1,2023
Taylor Walls,670764,279,0.302,0.281,0.297,0.288,0.016,5.61,12.9,25.4,7,20.1,6,3,2023
T.J. Friedl,670770,356,0.339,0.284,0.3,0.288,0.016,5.72,7.9,17.7,8,14.6,5,4,2023
Livan Soto,670869,12,0.321,0.344,0.342,0.335,-0.002,-0.69,25.0,16.7,0,25.5,0,0,2023
Ivan Herrera,671056,26,0.367,0.309,0.316,0.305,0.007,2.32,7.7,34.6,0,11.7,1,0,2023
Triston Casas,671213,353,0.361,0.369,0.351,0.343,-0.018,-4.81,13.9,25.8,16,15.9,31,15,2023
Heliot Ramos,671218,27,0.216,0.291,0.326,0.312,0.035,12.07,3.7,29.6,0,12.5,2,0,2023
Drew Waters,671221,189,0.306,0.319,0.334,0.325,0.015,4.58,6.3,34.9,6,18.1,13,3,2023
Luis Garcia,671277,407,0.283,0.305,0.307,0.289,0.002,0.72,5.2,12.5,6,4.1,20,4,2023
Tyler Freeman,671289,95,0.312,0.309,0.349,0.333,0.04,13.04,7.4,14.7,0,1.5,0,0,2023
Michael Harris II,671739,310,0.343,0.339,0.368,0.352,0.029,8.6,5.8,18.7,11,6.5,19,9,2023
Patrick Bailey,672275,214,0.296,0.329,0.323,0.31,-0.006,-1.93,2.8,26.6,5,12.4,18,8,2023
Jarred Kelenic,672284,362,0.325,0.333,0.343,0.333,0.01,3.04,9.1,32.6,11,9.8,23,6,2023
Gabriel Arias,672356,188,0.283,0.291,0.299,0.289,0.008,2.8,12.2,31.9,4,4.2,6,1,2023
Alejandro Kirk,672386,272,0.31,0.316,0.315,0.299,-0.001,-0.36,9.2,11.8,6,4.2,11,5,2023
Jordan Diaz,672478,150,0.312,0.32,0.326,0.312,0.006,1.79,6.0,22.0,7,8.4,7,3,2023
Gabriel Moreno,672515,244,0.296,0.301,0.294,0.276,-0.007,-2.35,6.6,22.1,3,3.9,9,1,2023
Maikel Garcia,672580,314,0.313,0.322,0.324,0.309,0.002,0.76,7.0,20.1,4,4.8,11,2,2023
Geraldo Perdomo,672695,345,0.346,0.284,0.307,0.296,0.023,8.19,13.0,15.7,5,15.3,3,2,2023
Oswald Peraza,672724,64,0.262,0.31,0.31,0.298,-0.0,-0.08,12.5,25.0,0,8.4,1,0,2023
Tucupita Marcano,672779,220,0.276,0.293,0.282,0.269,-0.011,-3.84,4.5,15.9,3,14.4,9,2,2023
Lenyn Sosa,672820,70,0.158,0.247,0.234,0.222,-0.013,-5.41,1.4,22.9,1,17.2,3,0,2023
Yainer Diaz,673237,239,0.335,0.367,0.382,0.368,0.015,4.17,2.5,18.0,13,12.9,24,10,2023
Luis Robert,673357,446,0.365,0.347,0.364,0.354,0.017,4.86,4.9,29.4,29,16.6,42,18,2023
Ha-seong Kim,673490,406,0.366,0.333,0.357,0.346,0.024,7.14,12.8,20.0,15,14.8,16,8,2023
Seiya Suzuki,673548,381,0.316,0.329,0.341,0.329,0.012,3.6,10.5,24.9,9,11.4,22,8,2023
Josh Jung,673962,451,0.347,0.346,0.343,0.333,-0.003,-0.87,6.0,29.5,21,15.2,35,14,2023
Kevin Smith,675656,102,0.236,0.24,0.264,0.252,0.024,9.93,2.9,33.3,4,12.4,5,2,2023
Canaan Smith-Njigba,675986,37,0.199,0.242,0.256,0.243,0.014,5.65,10.8,43.2,0,0.2,2,1,2023
Jordan Westburg,676059,90,0.311,0.303,0.328,0.315,0.025,8.17,5.6,24.4,1,14.8,1,0,2023
Jacob Amaya,676070,9,0.196,0.264,0.26,0.237,-0.004,-1.52,0.0,11.1,0,-0.1,0,0,2023
Ryan Noda,676116,341,0.352,0.342,0.357,0.351,0.015,4.25,17.6,34.0,11,18.2,23,14,2023
Jonny Deluca,676356,45,0.321,0.272,0.303,0.29,0.031,11.42,6.7,17.8,2,8.7,2,2,2023
Nelson Velazquez,676369,32,0.387,0.383,0.393,0.38,0.01,2.65,9.4,25.0,3,1.7,4,2,2023
Ernie Clement,676391,10,0.459,0.397,0.302,0.291,-0.095,-23.86,10.0,10.0,0,17.5,0,0,2023
Alec Burleson,676475,242,0.312,0.332,0.33,0.316,-0.002,-0.56,5.8,11.2,8,11.5,11,8,2023
Jose Barrero,676480,149,0.277,0.276,0.287,0.277,0.011,3.84,10.1,29.5,2,17.2,3,3,2023
Jose Caballero,676609,208,0.31,0.3,0.293,0.286,-0.007,-2.36,11.5,22.6,3,23.7,4,4,2023
Rylan Bannon,676625,6,0.0,0.088,0.101,0.091,0.013,14.91,0.0,50.0,0,26.8,0,0,2023
Bligh Madris,676632,30,0.223,0.29,0.262,0.251,-0.028,-9.63,13.3,23.3,0,19.2,1,0,2023
Jake Meyers,676694,274,0.303,0.299,0.297,0.286,-0.002,-0.73,9.1,26.6,7,10.1,12,2,2023
Alan Trejo,676701,151,0.27,0.278,0.276,0.265,-0.002,-0.81,4.6,24.5,1,16.5,5,2,2023
Jared Young,676724,39,0.272,0.256,0.295,0.282,0.039,15.39,7.7,28.2,1,8.4,2,2,2023
Chas McCormick,676801,274,0.391,0.345,0.347,0.338,0.002,0.59,10.2,27.4,15,17.0,20,6,2023
Matthew Batten,676946,24,0.326,0.187,0.215,0.199,0.028,15.21,8.3,12.5,1,15.9,1,1,2023
Wander Franco,677551,455,0.334,0.351,0.359,0.343,0.008,2.3,8.6,14.1,14,9.1,25,10,2023
Brayan Rocchio,677587,18,0.235,0.198,0.243,0.217,0.045,22.82,5.6,11.1,0,-6.4,0,0,2023
Julio Rodriguez,677594,484,0.315,0.329,0.324,0.31,-0.005,-1.56,6.8,26.7,17,7.6,33,10,2023
Ezequiel Duran,677649,316,0.346,0.346,0.366,0.356,0.02,5.83,5.1,27.2,13,13.7,23,12,2023
Alek Thomas,677950,239,0.29,0.29,0.309,0.293,0.019,6.6,4.2,24.3,7,2.6,11,4,2023
Bobby Witt Jr.,677951,470,0.332,0.369,0.332,0.319,-0.037,-10.14,4.9,19.8,19,16.0,39,13,2023
Ji Hwan Bae,678225,239,0.274,0.265,0.277,0.261,0.012,4.57,7.5,24.3,2,3.6,4,1,2023
Miguel Vargas,678246,304,0.296,0.305,0.302,0.292,-0.003,-1.14,12.5,20.1,7,16.6,12,4,2023
Ezequiel Tovar,678662,394,0.303,0.291,0.307,0.295,0.016,5.36,4.1,27.7,10,12.7,20,8,2023
Liover Peguero,678894,34,0.334,0.242,0.305,0.295,0.063,26.02,2.9,41.2,3,-1.8,2,2,2023
Johan Rojas,679032,38,0.285,0.261,0.276,0.26,0.015,5.64,2.6,26.3,0,6.5,0,0,2023
Spencer Torkelson,679529,456,0.308,0.345,0.345,0.336,0.0,0.14,9.9,24.1,15,16.9,38,21,2023
Terrin Vavra,679631,56,0.261,0.309,0.306,0.293,-0.003,-0.88,8.9,21.4,0,9.5,2,1,2023
Dairon Blanco,680118,71,0.309,0.251,0.281,0.266,0.03,11.78,4.2,23.9,0,8.8,3,1,2023
Matt McLain,680574,314,0.383,0.335,0.353,0.344,0.018,5.33,7.6,28.0,11,12.5,20,2,2023
Steven Kwan,680757,491,0.321,0.321,0.354,0.339,0.033,10.39,9.8,11.2,5,11.7,5,3,2023
Jarren Duran,680776,315,0.371,0.328,0.351,0.338,0.023,6.89,6.7,24.8,7,10.7,13,2,2023
Ryan Jeffers,680777,199,0.369,0.332,0.32,0.311,-0.012,-3.59,10.6,28.6,6,18.4,9,3,2023
Henry Davis,680779,153,0.306,0.338,0.35,0.336,0.012,3.54,11.1,20.3,4,9.7,9,4,2023
Peyton Burdick,680814,37,0.27,0.246,0.253,0.247,0.007,2.88,8.1,48.6,1,17.3,2,2,2023
Zack Gelof,680869,72,0.363,0.318,0.332,0.325,0.014,4.49,6.9,31.9,5,20.6,5,4,2023
Owen Miller,680911,310,0.294,0.287,0.312,0.299,0.025,8.66,5.2,19.4,5,12.8,8,5,2023
Brendan Donovan,680977,371,0.343,0.353,0.384,0.37,0.031,8.88,8.9,14.3,11,10.6,16,10,2023
Bryson Stott,681082,437,0.334,0.309,0.342,0.327,0.033,10.72,5.9,16.0,9,9.6,15,10,2023
Jonah Bride,681146,67,0.265,0.345,0.338,0.324,-0.007,-2.04,10.4,19.4,0,7.4,3,0,2023
Colton Cowser,681297,64,0.215,0.291,0.276,0.264,-0.015,-5.08,14.1,28.1,0,2.1,0,0,2023
Logan O'Hoppe,681351,59,0.373,0.352,0.378,0.367,0.026,7.34,6.8,25.4,4,19.9,5,5,2023
Kerry Carpenter,681481,237,0.329,0.345,0.368,0.357,0.023,6.76,7.6,23.6,11,14.9,17,12,2023
James Outman,681546,366,0.339,0.317,0.334,0.326,0.017,5.28,11.2,32.0,12,16.2,19,11,2023
David Villar,681584,140,0.245,0.305,0.301,0.293,-0.004,-1.43,7.9,32.1,5,19.0,11,4,2023
David Fry,681807,87,0.334,0.339,0.364,0.353,0.025,7.43,6.9,28.7,4,14.2,8,5,2023
Vinny Capra,681962,1,0.0,0.006,-0.012,-0.012,-0.018,-303.0,0.0,0.0,0,63.0,0,0,2023
Nate Eaton,681987,56,0.101,0.204,0.205,0.194,0.001,0.38,3.6,37.5,0,10.4,0,0,2023
David Hensley,682073,93,0.186,0.25,0.242,0.23,-0.008,-3.23,10.8,36.6,1,2.4,2,1,2023
Francisco Alvarez,682626,281,0.343,0.31,0.33,0.316,0.02,6.38,6.8,26.0,21,11.6,24,11,2023
Luis Matos,682641,151,0.29,0.329,0.326,0.31,-0.003,-1.03,7.3,9.9,1,3.9,3,1,2023
Elly De La Cruz,682829,217,0.333,0.313,0.342,0.329,0.029,9.38,6.5,33.6,8,4.8,9,6,2023
Endy Rodriguez,682848,48,0.277,0.27,0.249,0.242,-0.021,-7.66,6.3,37.5,1,21.3,3,1,2023
CJ Abrams,682928,389,0.314,0.3,0.32,0.307,0.02,6.78,4.6,20.8,10,12.7,16,11,2023
Riley Greene,682985,307,0.367,0.375,0.389,0.376,0.014,3.71,9.1,27.4,9,6.2,23,8,2023
Corbin Carroll,682998,430,0.374,0.344,0.38,0.367,0.036,10.4,9.3,20.0,21,11.1,25,10,2023
Gunnar Henderson,683002,388,0.345,0.342,0.342,0.329,-0.0,-0.11,11.3,27.3,18,11.0,26,7,2023
Anthony Volpe,683011,403,0.295,0.316,0.322,0.311,0.006,2.04,9.2,28.3,14,13.0,20,10,2023
Michael Stefanic,683021,25,0.267,0.344,0.364,0.351,0.02,5.8,16.0,8.0,0,12.6,0,0,2023
Brett Baty,683146,300,0.28,0.303,0.308,0.295,0.005,1.59,8.0,27.7,7,5.6,14,4,2023
Andrew Vaughn,683734,419,0.32,0.328,0.325,0.312,-0.003,-1.01,6.9,20.0,13,13.2,27,13,2023
Michael Busch,683737,51,0.259,0.272,0.274,0.258,0.002,0.56,11.8,31.4,0,-4.9,2,1,2023
Vinnie Pasquantino,686469,260,0.328,0.35,0.353,0.341,0.003,0.9,9.6,11.9,9,17.4,15,9,2023
Dominic Canzone,686527,53,0.278,0.345,0.342,0.329,-0.003,-0.99,5.7,18.9,1,16.7,5,1,2023
Brenton Doyle,686668,246,0.263,0.282,0.291,0.28,0.009,3.17,6.9,35.0,7,11.5,15,3,2023
Michael Massey,686681,281,0.277,0.326,0.331,0.323,0.005,1.61,6.8,24.6,8,20.5,17,10,2023
T.J. Hopkins,686759,25,0.169,0.187,0.214,0.193,0.027,14.58,4.0,28.0,0,-8.4,0,0,2023
Will Brennan,686823,317,0.288,0.312,0.333,0.317,0.021,6.68,3.2,13.2,5,9.6,8,5,2023
Joey Wiemer,686894,355,0.301,0.306,0.316,0.304,0.01,3.26,9.3,26.8,13,11.8,23,6,2023
Vaughn Grissom,687093,70,0.278,0.292,0.296,0.277,0.004,1.24,2.9,18.6,0,5.2,3,0,2023
Zach Neto,687263,252,0.317,0.326,0.319,0.307,-0.007,-2.17,4.8,21.4,8,12.7,17,8,2023
Joey Ortiz,687401,34,0.193,0.247,0.301,0.283,0.054,21.71,0.0,26.5,0,0.1,2,1,2023
Spencer Horwitz,687462,10,0.316,0.282,0.28,0.269,-0.002,-0.63,20.0,30.0,0,0.1,0,0,2023
Christian Encarnacion-Strand,687952,57,0.315,0.34,0.342,0.333,0.002,0.59,3.5,22.8,1,19.9,2,1,2023
Brett Wisely,689172,131,0.222,0.242,0.233,0.223,-0.009,-3.68,6.9,30.5,2,17.9,6,2,2023
Tyler Soderstrom,691016,50,0.251,0.247,0.263,0.25,0.016,6.35,10.0,30.0,1,2.0,0,1,2023
Jordan Walker,691023,268,0.33,0.327,0.347,0.332,0.02,6.09,6.7,22.8,10,6.9,14,8,2023
Oscar Colas,693049,159,0.231,0.241,0.265,0.25,0.024,9.82,4.4,27.7,1,7.0,6,3,2023
Nick Gonzales,693304,112,0.27,0.26,0.249,0.233,-0.011,-4.07,3.6,27.7,2,9.8,3,1,2023
Masataka Yoshida,807799,407,0.366,0.344,0.352,0.335,0.008,2.38,7.1,11.8,12,3.0,19,6,2023
